id,label,level,parent,mixs_extension,env_broad,env_local,env_medium,host_taxon,anatomical_site,other,interpretation
GOLDTERMS:4873,Engineered > Solid waste > Grass > Composting > Bioreactor,5,GOLDTERMS:4874,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,OBI:0001046,,,,ENVO:00002123,subclass
GOLDTERMS:Engineered-Solid-waste-Grass-Fermentation,Engineered > Solid waste > Grass > Fermentation,4,GOLDTERMS:Engineered-Solid-waste-Grass,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:5508,Engineered > Solid waste > Grass > Fermentation > Bioreactor,5,GOLDTERMS:Engineered-Solid-waste-Grass-Fermentation,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,OBI:0001046,,,,ENVO:00002123,subclass
GOLDTERMS:Engineered-Solid-waste-Household-waste,Engineered > Solid waste > Household waste,3,GOLDTERMS:4276,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:01000372,,,,subclass
GOLDTERMS:4907,Engineered > Solid waste > Household waste > Composting,4,GOLDTERMS:Engineered-Solid-waste-Household-waste,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:01000372,,,,subclass
GOLDTERMS:Engineered-Solid-waste-Industrial-waste,Engineered > Solid waste > Industrial waste,3,GOLDTERMS:4276,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:00002267,,,,subclass
GOLDTERMS:4939,Engineered > Solid waste > Industrial waste > Composting,4,GOLDTERMS:Engineered-Solid-waste-Industrial-waste,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:00002267,,,,subclass
GOLDTERMS:4277,Engineered > Solid waste > Landfill,3,GOLDTERMS:4276,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,ENVO:00000533,,,,,subclass
GOLDTERMS:Engineered-Solid-waste-Latrine-chamber,Engineered > Solid waste > Latrine chamber,3,GOLDTERMS:4276,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:4954,Engineered > Solid waste > Latrine chamber > Composting,4,GOLDTERMS:Engineered-Solid-waste-Latrine-chamber,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:Engineered-Solid-waste-Unknown-material,Engineered > Solid waste > Unknown material,3,GOLDTERMS:4276,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:4967,Engineered > Solid waste > Unknown material > Composting,4,GOLDTERMS:Engineered-Solid-waste-Unknown-material,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:4966,Engineered > Solid waste > Unknown material > Composting > Bioreactor,5,GOLDTERMS:4967,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,OBI:0001046,,,,ENVO:00002123,subclass
GOLDTERMS:Engineered-Solid-waste-Urban-waste,Engineered > Solid waste > Urban waste,3,GOLDTERMS:4276,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:4945,Engineered > Solid waste > Urban waste > Composting,4,GOLDTERMS:Engineered-Solid-waste-Urban-waste,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:Engineered-Solid-waste-Vegetable,Engineered > Solid waste > Vegetable,3,GOLDTERMS:4276,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,FOODON:03315308,,,,subclass
GOLDTERMS:4934,Engineered > Solid waste > Vegetable > Composting,4,GOLDTERMS:Engineered-Solid-waste-Vegetable,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,FOODON:03315308,,,,subclass
GOLDTERMS:4942,Engineered > Solid waste > Vermicompost,3,GOLDTERMS:4276,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:Engineered-Solid-waste-Wood,Engineered > Solid waste > Wood,3,GOLDTERMS:4276,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:00002040,,PO:0005848,,subclass
GOLDTERMS:4857,Engineered > Solid waste > Wood > Composting,4,GOLDTERMS:Engineered-Solid-waste-Wood,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:00002040,,PO:0005848,,subclass
GOLDTERMS:4856,Engineered > Solid waste > Wood > Composting > Bioreactor,5,GOLDTERMS:4857,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,OBI:0001046,ENVO:00002040,,PO:0005848,ENVO:00002123,subclass
GOLDTERMS:Engineered-Solid-waste-Zoo-waste,Engineered > Solid waste > Zoo waste,3,GOLDTERMS:4276,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:4924,Engineered > Solid waste > Zoo waste > Composting,4,GOLDTERMS:Engineered-Solid-waste-Zoo-waste,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,,,,,subclass
GOLDTERMS:Engineered-WWTP,Engineered > WWTP,2,GOLDTERMS:4292,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,ENVO:00002272,,,,,equivalent
GOLDTERMS:5530,Engineered > WWTP > Activated sludge,3,GOLDTERMS:Engineered-WWTP,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,ENVO:00002272,,,,,subclass
GOLDTERMS:Engineered-WWTP-Aerobic,Engineered > WWTP > Aerobic,3,GOLDTERMS:Engineered-WWTP,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,ENVO:00002272,,,,,subclass
GOLDTERMS:5674,Engineered > WWTP > Aerobic > Activated sludge,4,GOLDTERMS:Engineered-WWTP-Aerobic,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,ENVO:00002272,,,,,subclass
GOLDTERMS:Engineered-WWTP-Anaerobic-digester,Engineered > WWTP > Anaerobic digester,3,GOLDTERMS:Engineered-WWTP,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,ENVO:00002272,,,,,subclass
GOLDTERMS:5478,Engineered > WWTP > Anaerobic digester > Activated sludge,4,GOLDTERMS:Engineered-WWTP-Anaerobic-digester,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,ENVO:00002272,,,,,subclass
GOLDTERMS:5791,Engineered > WWTP > Mixed liquor,3,GOLDTERMS:Engineered-WWTP,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,ENVO:00002272,,,,,subclass
GOLDTERMS:4672,Engineered > WWTP > Wastewater,3,GOLDTERMS:Engineered-WWTP,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,ENVO:00002272,ENVO:00002001,,,,equivalent
GOLDTERMS:4264,Engineered > Wastewater,2,GOLDTERMS:4292,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:00002001,,,,equivalent
GOLDTERMS:4254,Engineered > Wastewater > Activated Sludge,3,GOLDTERMS:4264,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:00002046,,,,equivalent
GOLDTERMS:4271,Engineered > Wastewater > Anaerobic digestor,3,GOLDTERMS:4264,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:00002001,,,,subclass
GOLDTERMS:5480,Engineered > Wastewater > Anaerobic digestor > Sludge,4,GOLDTERMS:4271,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:00002044,,,,subclass
GOLDTERMS:5833,Engineered > Wastewater > Digestate,3,GOLDTERMS:4264,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:00002001,,,,subclass
GOLDTERMS:4267,Engineered > Wastewater > Industrial wastewater,3,GOLDTERMS:4264,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:01000964,,,,equivalent
GOLDTERMS:4268,Engineered > Wastewater > Industrial wastewater > Agricultural wastewater,4,GOLDTERMS:4267,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:01000964,,,,subclass
GOLDTERMS:5514,Engineered > Wastewater > Industrial wastewater > Dairy farm,4,GOLDTERMS:4267,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:03501120,,ENVO:01000964,,,,equivalent
GOLDTERMS:5516,Engineered > Wastewater > Industrial wastewater > Feedlot,4,GOLDTERMS:4267,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000627,,ENVO:01000964,,,,equivalent
GOLDTERMS:4918,Engineered > Wastewater > Industrial wastewater > Hospital wastewater,4,GOLDTERMS:4267,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:01000964,,,,subclass
GOLDTERMS:4269,Engineered > Wastewater > Industrial wastewater > Landfill leachate,4,GOLDTERMS:4267,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:01000964,,,,subclass
GOLDTERMS:4270,Engineered > Wastewater > Industrial wastewater > Mine water,4,GOLDTERMS:4267,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:01000964,,,,subclass
GOLDTERMS:5555,Engineered > Wastewater > Industrial wastewater > Mine water > Acid mine drainage,5,GOLDTERMS:4270,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,ENVO:00001997,ENVO:01000964,,,,subclass
GOLDTERMS:4690,Engineered > Wastewater > Industrial wastewater > Mine water > Sediment,5,GOLDTERMS:4270,MIXS:Sediment,ENVO:01000313,,ENVO:00002007,,,,subclass
GOLDTERMS:5536,Engineered > Wastewater > Industrial wastewater > Organic dairy farm,4,GOLDTERMS:4267,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:01000964,,,,subclass
GOLDTERMS:4265,Engineered > Wastewater > Industrial wastewater > Petrochemical,4,GOLDTERMS:4267,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:01000964,,,,subclass
GOLDTERMS:5660,Engineered > Wastewater > Industrial wastewater > Petrochemical > Oil sludge,5,GOLDTERMS:4265,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:00002060,,,,subclass
GOLDTERMS:4266,Engineered > Wastewater > Industrial wastewater > Pulp and paper wastewater,4,GOLDTERMS:4267,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:01000964,,,,subclass
GOLDTERMS:Engineered-Wastewater-Municipal-landfill,Engineered > Wastewater > Municipal landfill,3,GOLDTERMS:4264,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:00002001,,,,subclass
GOLDTERMS:5667,Engineered > Wastewater > Municipal landfill > Leachate,4,GOLDTERMS:Engineered-Wastewater-Municipal-landfill,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:00002141,,,,subclass
GOLDTERMS:4261,Engineered > Wastewater > Nutrient removal,3,GOLDTERMS:4264,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:00002001,,,,subclass
GOLDTERMS:4730,Engineered > Wastewater > Nutrient removal > Biological phosphorus removal,4,GOLDTERMS:4261,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:00002001,,,,subclass
GOLDTERMS:4262,Engineered > Wastewater > Nutrient removal > Biological phosphorus removal > Activated sludge,5,GOLDTERMS:4730,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:00002001,,,,subclass
GOLDTERMS:4263,Engineered > Wastewater > Nutrient removal > Biological phosphorus removal > Bioreactor,5,GOLDTERMS:4730,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,OBI:0001046,ENVO:00002001,,,ENVO:00002123,subclass
GOLDTERMS:4258,Engineered > Wastewater > Nutrient removal > Dissolved organics (aerobic),4,GOLDTERMS:4261,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:00002001,,,,subclass
GOLDTERMS:4257,Engineered > Wastewater > Nutrient removal > Dissolved organics (aerobic) > Activated sludge,5,GOLDTERMS:4258,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:00002001,,,,subclass
GOLDTERMS:4260,Engineered > Wastewater > Nutrient removal > Dissolved organics (anaerobic),4,GOLDTERMS:4261,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:00002001,,,,subclass
GOLDTERMS:4259,Engineered > Wastewater > Nutrient removal > Dissolved organics (anaerobic) > Activated sludge,5,GOLDTERMS:4260,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:00002001,,,,subclass
GOLDTERMS:4255,Engineered > Wastewater > Nutrient removal > Nitrogen removal,4,GOLDTERMS:4261,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:00002001,,,,subclass
GOLDTERMS:4256,Engineered > Wastewater > Nutrient removal > Nitrogen removal > Anammox,5,GOLDTERMS:4255,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:00002001,,,,subclass
GOLDTERMS:5547,Engineered > Wastewater > River,3,GOLDTERMS:4264,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,ENVO:00000022,ENVO:00002001,,,,equivalent
GOLDTERMS:4662,Engineered > Wastewater > Sewage,3,GOLDTERMS:4264,MIXS:MiscellaneousNaturalOrArtificialEnvironment,ENVO:01000313,,ENVO:00002018,,,,equivalent
GOLDTERMS:5503,Engineered > Wastewater > Sludge,3,GOLDTERMS:4264,MIXS:WastewaterSludge,ENVO:01000313,,ENVO:00002044,,,,equivalent
GOLDTERMS:3964,Environmental,1,,,ENVO:01000254,,,,,,equivalent
GOLDTERMS:3963,Environmental > Air,2,GOLDTERMS:3964,MIXS:Air,ENVO:01000254,,ENVO:00002005,,,,equivalent
GOLDTERMS:3961,Environmental > Air > Indoor Air,3,GOLDTERMS:3963,MIXS:Air,ENVO:01000254,,ENVO:00002005,,,,subclass
GOLDTERMS:Environmental-Air-Indoor-Air-Air-scrubber,Environmental > Air > Indoor Air > Air scrubber,4,GOLDTERMS:3961,MIXS:Air,ENVO:01000254,,ENVO:00002005,,,,subclass
GOLDTERMS:5806,Environmental > Air > Indoor Air > Air scrubber > Biofilm,5,GOLDTERMS:Environmental-Air-Indoor-Air-Air-scrubber,MIXS:Air,ENVO:01000254,,ENVO:00002005,,,ENVO:00002034,subclass
GOLDTERMS:4620,Environmental > Air > Indoor Air > Dust,4,GOLDTERMS:3961,MIXS:Air,ENVO:01000254,,ENVO:00002008,,,,subclass
GOLDTERMS:3962,Environmental > Air > Outdoor Air,3,GOLDTERMS:3963,MIXS:Air,ENVO:01000254,,ENVO:00002005,,,,subclass
GOLDTERMS:3984,Environmental > Aquatic,2,GOLDTERMS:3964,,ENVO:01000254,ENVO:00002030,,,,,equivalent
GOLDTERMS:3965,Environmental > Aquatic > Aquaculture,3,GOLDTERMS:3984,,ENVO:03600074,ENVO:00002030,,,,,equivalent
GOLDTERMS:5363,Environmental > Aquatic > Aquaculture > Shrimp pond,4,GOLDTERMS:3965,,ENVO:03600074,ENVO:01000905,,,,,equivalent
GOLDTERMS:Environmental-Aquatic-Floodplain,Environmental > Aquatic > Floodplain,3,GOLDTERMS:3984,,ENVO:01000254,ENVO:00000255,,,,,equivalent
GOLDTERMS:5413,Environmental > Aquatic > Floodplain > Sediment,4,GOLDTERMS:Environmental-Aquatic-Floodplain,MIXS:Sediment,ENVO:01000254,ENVO:00000255,ENVO:00002007,,,,equivalent
GOLDTERMS:4159,Environmental > Aquatic > Freshwater,3,GOLDTERMS:3984,,ENVO:01000254,ENVO:00002030,ENVO:00002011,,,,equivalent
GOLDTERMS:5742,Environmental > Aquatic > Freshwater > Agricultural field,4,GOLDTERMS:4159,,ENVO:01000254,ENVO:00000114,ENVO:00002011,,,,equivalent
GOLDTERMS:Environmental-Aquatic-Freshwater-Aquifer,Environmental > Aquatic > Freshwater > Aquifer,4,GOLDTERMS:4159,,ENVO:01000254,ENVO:00002030,ENVO:00002011,,,ENVO:00012408,equivalent
GOLDTERMS:5446,Environmental > Aquatic > Freshwater > Aquifer > Biofilm,5,GOLDTERMS:Environmental-Aquatic-Freshwater-Aquifer,,ENVO:01000254,ENVO:00002030,ENVO:00002011,,,ENVO:00002034,equivalent
GOLDTERMS:5374,Environmental > Aquatic > Freshwater > Aquifer > Sediment,5,GOLDTERMS:Environmental-Aquatic-Freshwater-Aquifer,MIXS:Sediment,ENVO:01000254,ENVO:00002030,ENVO:00002007,,,ENVO:00012408,equivalent
GOLDTERMS:4514,Environmental > Aquatic > Freshwater > Creek,4,GOLDTERMS:4159,,ENVO:01000254,ENVO:00000023,ENVO:00002011,,,,equivalent
GOLDTERMS:5385,Environmental > Aquatic > Freshwater > Creek > Sediment,5,GOLDTERMS:4514,MIXS:Sediment,ENVO:01000254,ENVO:00000023,ENVO:00002007,,,,equivalent
GOLDTERMS:Environmental-Aquatic-Freshwater-Desert-springs,Environmental > Aquatic > Freshwater > Desert springs,4,GOLDTERMS:4159,,ENVO:01000254,ENVO:00002030,ENVO:00002011,,,,subclass
GOLDTERMS:5402,Environmental > Aquatic > Freshwater > Desert springs > Benthic,5,GOLDTERMS:Environmental-Aquatic-Freshwater-Desert-springs,,ENVO:01000254,ENVO:01000024,ENVO:00002011,,,,subclass
GOLDTERMS:4057,Environmental > Aquatic > Freshwater > Drinking water,4,GOLDTERMS:4159,,ENVO:01000254,ENVO:00002030,ENVO:00003064,,,,equivalent
GOLDTERMS:4059,Environmental > Aquatic > Freshwater > Drinking water > Chlorinated,5,GOLDTERMS:4057,,ENVO:01000254,ENVO:00002030,ENVO:00003064,,,,subclass
GOLDTERMS:4058,Environmental > Aquatic > Freshwater > Drinking water > Delivery networks,5,GOLDTERMS:4057,,ENVO:01000254,ENVO:00002030,ENVO:00003064,,,,subclass
GOLDTERMS:5122,Environmental > Aquatic > Freshwater > Drinking water > Filtered water,5,GOLDTERMS:4057,,ENVO:01000254,ENVO:00002030,ENVO:00003064,,,,subclass
GOLDTERMS:4547,Environmental > Aquatic > Freshwater > Drinking water > Unchlorinated,5,GOLDTERMS:4057,,ENVO:01000254,ENVO:00002030,ENVO:00003064,,,,subclass
GOLDTERMS:4165,Environmental > Aquatic > Freshwater > Groundwater,4,GOLDTERMS:4159,,ENVO:01000254,ENVO:00002030,ENVO:01001004,,,,equivalent
GOLDTERMS:4164,Environmental > Aquatic > Freshwater > Groundwater > Acid Mine Drainage,5,GOLDTERMS:4165,,ENVO:01000254,ENVO:00001997,ENVO:01001004,,,,equivalent
GOLDTERMS:5430,Environmental > Aquatic > Freshwater > Groundwater > Aquifer,5,GOLDTERMS:4165,,ENVO:01000254,ENVO:00002030,ENVO:01001004,,,ENVO:00012408,equivalent
GOLDTERMS:4167,Environmental > Aquatic > Freshwater > Groundwater > Cave water,5,GOLDTERMS:4165,,ENVO:01000254,ENVO:00002030,ENVO:01001004,,,,subclass
GOLDTERMS:4169,Environmental > Aquatic > Freshwater > Groundwater > Coalbed water,5,GOLDTERMS:4165,,ENVO:01000254,ENVO:00002030,ENVO:01001004,,,,subclass
GOLDTERMS:4166,Environmental > Aquatic > Freshwater > Groundwater > Contaminated,5,GOLDTERMS:4165,,ENVO:01000254,ENVO:00002030,ENVO:01001004,,,,subclass
GOLDTERMS:4168,Environmental > Aquatic > Freshwater > Groundwater > Mine,5,GOLDTERMS:4165,,ENVO:01000254,ENVO:00000076,ENVO:01001004,,,,equivalent
GOLDTERMS:4170,Environmental > Aquatic > Freshwater > Groundwater > Mine drainage,5,GOLDTERMS:4165,,ENVO:01000254,ENVO:00001996,ENVO:01001004,,,,equivalent
GOLDTERMS:4654,Environmental > Aquatic > Freshwater > Groundwater > Spring,5,GOLDTERMS:4165,,ENVO:01000254,ENVO:00000027,ENVO:01001004,,,,equivalent
GOLDTERMS:4420,Environmental > Aquatic > Freshwater > Harbor,4,GOLDTERMS:4159,,ENVO:01000254,ENVO:00000463,ENVO:00002011,,,,equivalent
GOLDTERMS:4061,Environmental > Aquatic > Freshwater > Ice,4,GOLDTERMS:4159,,ENVO:01000254,ENVO:00002030,ENVO:01000277,,,,equivalent
GOLDTERMS:5379,Environmental > Aquatic > Freshwater > Ice > Cryoconite,5,GOLDTERMS:4061,,ENVO:01000254,ENVO:00002030,ENVO:01000277,,,,subclass
GOLDTERMS:4060,Environmental > Aquatic > Freshwater > Ice > Glacial lake,5,GOLDTERMS:4061,,ENVO:01000254,ENVO:00000488,ENVO:01000277,,,,equivalent
GOLDTERMS:4063,Environmental > Aquatic > Freshwater > Ice > Glacier,5,GOLDTERMS:4061,,ENVO:01000254,ENVO:00002030,ENVO:01000277,,,ENVO:00000133,equivalent
GOLDTERMS:4062,Environmental > Aquatic > Freshwater > Ice > Ice accretions,5,GOLDTERMS:4061,,ENVO:01000254,ENVO:00002030,ENVO:01000277,,,,subclass
GOLDTERMS:5544,Environmental > Aquatic > Freshwater > Ice > Snow,5,GOLDTERMS:4061,,ENVO:01000254,ENVO:00002030,ENVO:01000406,,,,equivalent
GOLDTERMS:4179,Environmental > Aquatic > Freshwater > Lake,4,GOLDTERMS:4159,,ENVO:01000254,ENVO:00000020,ENVO:00002011,,,,equivalent
GOLDTERMS:5349,Environmental > Aquatic > Freshwater > Lake > Algal bloom,5,GOLDTERMS:4179,,ENVO:01000254,ENVO:2000004,ENVO:00002011,,,,equivalent
GOLDTERMS:5392,Environmental > Aquatic > Freshwater > Lake > Anoxic zone,5,GOLDTERMS:4179,,ENVO:01000254,ENVO:01001072,ENVO:01000173,,,,equivalent
GOLDTERMS:5356,Environmental > Aquatic > Freshwater > Lake > Cyanobacterial bloom,5,GOLDTERMS:4179,,ENVO:01000254,ENVO:03600071,ENVO:00002011,,,,equivalent
GOLDTERMS:5357,Environmental > Aquatic > Freshwater > Lake > Epilimnion,5,GOLDTERMS:4179,,ENVO:01000254,ENVO:00002131,ENVO:00002011,,,,equivalent
GOLDTERMS:5358,Environmental > Aquatic > Freshwater > Lake > Hypolimnion,5,GOLDTERMS:4179,,ENVO:01000254,ENVO:00002130,ENVO:00002011,,,,equivalent
GOLDTERMS:5375,Environmental > Aquatic > Freshwater > Lake > Microbial mats,5,GOLDTERMS:4179,,ENVO:01000254,ENVO:00000020,ENVO:00002011,,,ENVO:01000008,equivalent
GOLDTERMS:4426,Environmental > Aquatic > Freshwater > Lake > Sediment,5,GOLDTERMS:4179,MIXS:Sediment,ENVO:01000254,ENVO:00000020,ENVO:00002007,,,,equivalent
GOLDTERMS:4174,Environmental > Aquatic > Freshwater > Lentic,4,GOLDTERMS:4159,,ENVO:01000254,ENVO:01000617,ENVO:00002011,,,,equivalent
GOLDTERMS:4177,Environmental > Aquatic > Freshwater > Lentic > Epilimnion,5,GOLDTERMS:4174,,ENVO:01000254,ENVO:00002131,ENVO:00002011,,,,equivalent
GOLDTERMS:4173,Environmental > Aquatic > Freshwater > Lentic > Hypolimnion,5,GOLDTERMS:4174,,ENVO:01000254,ENVO:00002130,ENVO:00002011,,,,equivalent
GOLDTERMS:4176,Environmental > Aquatic > Freshwater > Lentic > Limnetic zone,5,GOLDTERMS:4174,,ENVO:01000254,ENVO:01000617,ENVO:00002011,,,,subclass
GOLDTERMS:4178,Environmental > Aquatic > Freshwater > Lentic > Littoral zone,5,GOLDTERMS:4174,,ENVO:01000254,ENVO:01000407,ENVO:00002011,,,,equivalent
GOLDTERMS:4175,Environmental > Aquatic > Freshwater > Lentic > Sediment,5,GOLDTERMS:4174,MIXS:Sediment,ENVO:01000254,ENVO:01000617,ENVO:00002007,,,,equivalent
GOLDTERMS:4645,Environmental > Aquatic > Freshwater > Lotic,4,GOLDTERMS:4159,,ENVO:01000254,ENVO:01000618,ENVO:00002011,,,,equivalent
GOLDTERMS:4191,Environmental > Aquatic > Freshwater > Microbialites,4,GOLDTERMS:4159,,ENVO:01000254,ENVO:00002030,ENVO:03600064,,,,equivalent
GOLDTERMS:4380,Environmental > Aquatic > Freshwater > Pond,4,GOLDTERMS:4159,,ENVO:01000254,ENVO:00000033,ENVO:00002011,,,,equivalent
GOLDTERMS:4180,Environmental > Aquatic > Freshwater > Pond > Sediment,5,GOLDTERMS:4380,MIXS:Sediment,ENVO:01000254,ENVO:00000033,ENVO:00002007,,,,equivalent
GOLDTERMS:5747,Environmental > Aquatic > Freshwater > Puddle,4,GOLDTERMS:4159,,ENVO:01000254,ENVO:01000871,ENVO:00002011,,,,equivalent
GOLDTERMS:5748,Environmental > Aquatic > Freshwater > Puddle > Microbial mats,5,GOLDTERMS:5747,,ENVO:01000254,ENVO:01000871,ENVO:00002011,,,ENVO:01000008,equivalent
GOLDTERMS:5237,Environmental > Aquatic > Freshwater > Reservoir,4,GOLDTERMS:4159,,ENVO:01000254,ENVO:00000025,ENVO:00002011,,,,equivalent
GOLDTERMS:4512,Environmental > Aquatic > Freshwater > River,4,GOLDTERMS:4159,,ENVO:01000254,ENVO:00000022,ENVO:00002011,,,,equivalent
GOLDTERMS:5347,Environmental > Aquatic > Freshwater > River > Microbial mats,5,GOLDTERMS:4512,,ENVO:01000254,ENVO:00000022,ENVO:00002011,,,ENVO:01000008,equivalent
GOLDTERMS:5345,Environmental > Aquatic > Freshwater > River > Periphyton,5,GOLDTERMS:4512,,ENVO:01000254,ENVO:00000022,ENVO:03605000,,,,equivalent
GOLDTERMS:5346,Environmental > Aquatic > Freshwater > River > Plankton,5,GOLDTERMS:4512,,ENVO:01000254,ENVO:00000022,ENVO:01000063,,,,equivalent
GOLDTERMS:5348,Environmental > Aquatic > Freshwater > River > River biofilm,5,GOLDTERMS:4512,,ENVO:01000254,ENVO:00000022,ENVO:00002011,,,,subclass
GOLDTERMS:5575,Environmental > Aquatic > Freshwater > River > River's source/headwaters,5,GOLDTERMS:4512,,ENVO:01000254,ENVO:00000022,ENVO:00002011,,,,subclass
GOLDTERMS:5109,Environmental > Aquatic > Freshwater > River > Sediment,5,GOLDTERMS:4512,MIXS:Sediment,ENVO:01000254,ENVO:00000022,ENVO:00002007,,,,equivalent
GOLDTERMS:4171,Environmental > Aquatic > Freshwater > Sediment,4,GOLDTERMS:4159,MIXS:Sediment,ENVO:01000254,ENVO:00002030,ENVO:00002007,,,,equivalent
GOLDTERMS:4653,Environmental > Aquatic > Freshwater > Sinkhole,4,GOLDTERMS:4159,,ENVO:01000254,ENVO:00000195,ENVO:00002011,,,,equivalent
GOLDTERMS:5361,Environmental > Aquatic > Freshwater > Sinkhole > Microbial mats,5,GOLDTERMS:4653,,ENVO:01000254,ENVO:00000195,ENVO:00002011,,,ENVO:01000008,equivalent
GOLDTERMS:4189,Environmental > Aquatic > Freshwater > Storm water,4,GOLDTERMS:4159,,ENVO:01000254,ENVO:00002030,ENVO:01001267,,,,equivalent
GOLDTERMS:4190,Environmental > Aquatic > Freshwater > Storm water > Drainage pipe biofilm,5,GOLDTERMS:4189,,ENVO:01000254,ENVO:00002030,ENVO:01001267,,,,subclass
GOLDTERMS:4737,Environmental > Aquatic > Freshwater > Subglacial lake,4,GOLDTERMS:4159,,ENVO:01000254,ENVO:03000120,ENVO:00002011,,,,equivalent
